name,ring,quadrant,isNew,moved,description
NXdkIfKcGbq,assess,techniques,false,-2,lzKkcHscbOHknZjOsBGDLaJbnBVXzCEGuEEkDugWMTtELislgtnMrtipfWLNgPkDDWrgxrzMDdZfzCLlraidUNhKQbpnBwrePnlUqPyEzloddaJhAvTdBQogtzaDktVSWWYXkywTC
hoyAZzAghe,trial,languages & frameworks,false,3,PCWzcTflvTYFPcjMTqnjUHRchexISaWUXKVkHorLy
pgvtAndNfINtnn,hold,tools,true,-3,VAkhCnsbQPDkKJqziBuczzrFWBamukZzSTLjpRRerjeInesyKINfGLWiGFxEZ
GcR,trial,platforms,false,-1,XvEUqorCBxSvTAzvdfVbzowHaDgZncwpCFWLZYfooaKkBFbyKXOhXJ
UsaSNubUCe,adopt,platforms,false,0,oESUrJvoZnRRZReFZJlmXfGObAoqMfZiyleJvadPYQxsbfetsZvwdbaundEmRDwDepXCGQPsabQohNEUjbSkVlcQmcXjuVf
tVtDBjeImbJYQtU,trial,platforms,true,-2,jYzgOVQCcbsMRLsLeCCDyouZkUEGSsxRgOeXxstCdRcMLFJFVeVzRWFcyiFJxpSDfBtzfKnZNnoGqedDGlKyYHgvRWWlkuQrhyVbNkIJGXRCboSEtIcgSsnKKsFuFgKXvewfllqvcdn
PPRuFrFzAOq,trial,tools,true,-2,zoMMzykUAxoNzfzYLonyQhMSscjwTxGKojzxcDymLMhfBvWzOSYoZlpJOSBFGUOF
UYuEsbgu,adopt,platforms,true,1,FinZZzHplGPbPMKdQWRfFnjPKtgirYsALebmNrcenlCxnWbqJAZoviJFxzKo
lfYpzIJgjw,adopt,languages & frameworks,false,3,jApIoGOuSIMHYcvvsoKWWiZAYgIy
Waz,adopt,tools,false,2,NYcahJvxwQONcTJdjuyoWFoBSdL
OLhkE,hold,tools,true,0,AerlSlyOgMCQdgYXObvfWggTMZZycbMHWgWBQUfhLHvbFceeOsqPW
DwFJDupFOgdNMz,assess,tools,false,1,wQWBSvSGfEogrWWpEcRjPCErtaPOdkhbrhImdGdLVTDMpswyIHCjACWSfguarJppUVrCNGPHIqYnitvgFQxdZZXdhelXMzfNEJmgNPDcoveowZYquuRtPmajxCEBIjm
QMFEmcn,trial,languages & frameworks,true,-2,wUyUylRbPGQcZWPtLoHjlnjUjEwtUcC
HyjJPLtBoqwvQi,adopt,techniques,false,0,pPuOyXzycrNYYrNFhugZUWoJrxGWmxtOZMbexAEPqOdrizBuEtsZoiTrLHaEijYyaEFEzLgxqaUNcTuVjGjIMmxLn
SpnEvLwzq,trial,tools,false,2,OCihqhpSQsUHMRxQoTDqGMJwtynEQuXZSdDZiiDfSJQSFIYurzWRwKqthrqylpaCHJUdqXEUIBGwdMibAVszRRozdgTsTMyyCGuqeSPCyJlLrfwSHoeYbC
PtXTbFBfZMwVoLB,hold,tools,true,-1,ieILvgiNIRRkEheFUyuLzPWpWAvqIbiUSbnKkDb
KOVbVFdeAPav,hold,tools,true,-3,BjbafGKjycQoRefjhPmuswQPFhWWSGbUmDLNcLDaAcLCStsSEhLyhCHCFqSOuSvrhjFQg
UvzBSEHwWmQRQ,trial,tools,false,-1,FcnNKIkSUAyKmdgExxKfJatsQcGrvEqKsEcFakqdPGzxQdNjZNjdtgSeTuew
sqJRiHuWnXP,adopt,platforms,false,-2,cjgDuMGvwzlGiDyZTXKFNVLMrrekZNcEUEcazOteGLXfGRvWRYRFq
kKGsh,assess,languages & frameworks,true,0,ZzSwtFDNVySxYiEHQnsiCRldEdSYnnyOEUgTGpWNGKjQxRzQnDjTzft
noSovHxoC,hold,techniques,true,-2,PjqrPVEtkOVkDlWfFGgZueiOuzUOVWMwImKEPHBuwReQoevpf
oXZVBJOgoabM,assess,tools,true,2,kfWuUHykDfEQEHkhSHCiyNPnVONbBfXzzQoBktwjsHWleBDlBlUEJgFNBYUaefNEVP
vxzddmxEvILuNvn,hold,languages & frameworks,true,3,MClhQfJtRBRrScMXDvCbTTydfJhYbhMHpgTTXPYLlizkWhMoJSiUXemJBTBjBDalPDXxWUfwGFuwKllsoubyfoKDLgAEIANqyWRnkdHrwQkJWQOSwiMYmOvkYidduFbX
EzfwuRWOU,adopt,platforms,true,2,oOGIBbLjBVFXCmtbGrkHctbSdPanTXJLahmRzkhBWxvkjqxEcUctoCTmlHxmbUgWeHNxWdxfXbBqBuXwJjsawCypRhxbrBnHPpAVPQyjeRPxnhiQuKLvzfDMsBhngtIBsURoOYcfbPMAENuXchvLem
uhhLXauuWSdp,hold,tools,false,-2,aRtKNhoHvPADQlJPqHiWYDPpTJjJwaryHghLKpVwkukcVzskHszZIfepkbBZXayXDhhdPCIfecEsYLjkVBcGpaGBgzgJknTvOtxgBddbcLexFyCGLwerobMZuvEErsQzDaTdYeJLxgDukbBA
nGPrhHPom,trial,tools,false,-2,zGJmzIelPsGRuyeTXBhCKrbSDGqMclJcsFnnWlIuYmJwyexZfjEkratOQxItMDGyIWkwvywXd
nIGab,assess,techniques,false,1,kAKuiLCAeVMNZvfSUdvQJVroMVSgUwAaJIVzIIajKmDfRvcphxHah
hmI,assess,languages & frameworks,true,3,zFayALhtqqdpUyANcfipAFkiKIWQaxGRcpxNMXSrVnJhKW
aQrekunHkIMkl,trial,platforms,false,0,lejMMUgJIZfIlSeujTKTDAhMoqUZPsOlsOrdVZTVmgtWLVXnyRuktGcCnAGDezvfgem
OUJdvvKECxky,adopt,techniques,false,-2,zsFwatEVrfpccAfuaFXvWmxBglTTarheggfRvceLVFBwdGKLiwDTlyYHYyQKHOTxuhZGBLwSKbAGOjRKKmPmFSRbuecLG
ZlmAKlz,assess,techniques,false,-1,IVxNhtBCLUlZzKmwMdGTTFtXSYUPZPkDlkF
PveBMFcd,assess,languages & frameworks,true,-1,rMJUPMadNSDhXaUlQOTIOEoRUGLBMUOWHtHPnnainywVrHjrBqVpbkKjywzjPgzEveCpNSHPgaQRiqzKiEOMuJuTMLhdoamuKjQhziUIU
StbfGJRNwoz,assess,platforms,false,-3,oEJqOcKwrTjcAgjTiZMiGswNFBvszKNzoKRnDevxAJwjgLRZHspzCcKByvRbDRxJAsJqtaiMoTLvYMEpQ
aKBTfnWe,trial,techniques,true,0,ZhSGZHupcQOcGltwlrHFLbVjqHCfJelNBDVTXWWJxsC
OQKnVYyksF,trial,platforms,true,-1,GCztOyrlYQKXaftbSMKSrtQBOYZkuSphDAWXCwnKQoQaIaWUhVtYrnQtiCDfWisufqmVMdZhZQhOOKWgrASSptRWqVOHWfQe
YbQCWVKtrJczNh,hold,languages & frameworks,true,-3,NSgyCQEZirBHokjYaacZvfycyVtgMLnhTtpzeVPZoLBgWSlGDBFgNKWikLvXBaZMtoJwvwRjboVNUALvKCVPJXIxPbdGQlLJSJBaRUQsA
ajg,assess,platforms,false,1,ajsdhxnwUlaOWfdYZAyoHohxHOHTgD
xfKUePsNQ,trial,tools,true,-2,WGncpttMuKHbUTxdoNyEKeqmyfoCTWGtYBImJWHWCGJbovcLdOsNUaCnfzvxWIARReSlyBWzsmTBoegvqRlOFuCjlQCegXrMDkCremqNkeHUHoClbgIPkuoxLDeB
xnzRVrzASOiN,assess,platforms,false,-3,GGEInLRTxhHtuxDAxcJOxxmlVdvvGjzmwNfhmpUjciEIPRoIrQGQQdAxHNbRulhJyUjEQpbVGElPeJotatQQHXuFdceRjfdDTpQUQgCLZmyDOrZaYFxIZMtsPDVyfUvfmcNQKIyiNn
fVUqXZn,trial,techniques,true,0,udYaXEXKpwiZAPVbQByZnfMpSVURhQYqIEGDzEgQDldXOnHoxGLdakORdYnUWPQyFYVyovHtlQRoKwzOCRrtRbZadrWbVtFDwIIbUuHMen
hjaCUVWbzRdT,trial,languages & frameworks,false,0,auBqRkwyHncriZZMMxdtuvO
RNov,assess,platforms,false,2,JzZrxQzOVGwvbXmQEWfvvndbMsOjNjVMEnItCDQSGlxUdXJMZVUlbnrcqOZYATEayEWdnbzRZnyxEguSWKcZOWuwYkHRSVMzdgUMcLmQTLFynhlbwYrIi
WLnEMRqbNUOrS,trial,techniques,false,3,uKEnEfkhZdAUQtwSRAfaNpLuDwdazwmAqtDWsVJyXirslooyDKIAJPLzWyFrSkwmJgOHFaTFYEgxDZLcWNXx
uJIIRmcNqyujMK,trial,techniques,true,-3,RXvQtVNZmnFbakToSOKzsuOTnpgUHpPRWAbXuLFqaRaNcEQiZEyEqOYuShxJjyCplFwdWMLzFPgWSTuKQDtOaponiYJQIvtDBLxcdXmcCYhjlrzVFEfDkRwP
LTIfHF,adopt,languages & frameworks,false,3,mciajEwDSqPrTehsGzsENTQmfTBaSVJyOFEookK
pRQdXxiy,assess,techniques,false,-1,pXvGvIYxNQuCWDUgPdsYEJuEhXRUmFRTIXfopbSSF
XoUfapDYFYXrYXr,trial,languages & frameworks,false,-3,MARteEmhGfHJzpWWFUnRQFnZqOxRKx
sXyUbmsFRdwK,hold,tools,true,3,iJwaTmNtYInMpDOiDndyow
YPkVt,assess,techniques,false,-2,JukNoVipKpNzCftTqICmswUIxYFmuZuFWKxLFRxdliZaIPXiexcKWUmsgZsuz
pAveSQAJjZAI,trial,tools,true,3,zLgZujVgUkGVhXYRNLayYaoVIkMrxhInz
UZTWhaAAtjIWU,hold,languages & frameworks,true,-2,qBzYiqVuyiqKsNfQfQoWvSjCDKmWwlIVkdKqPsPJFOuvMjteSxitRtEXkTvUDaZPvVQHKuRUAzauAjttfQkgSgNVXYcSWJdKuDnhEpyaW
wNTeNNbPNeixQF,hold,techniques,false,-2,jvqaxDTWMisYQZevNivhRJntMSmNZblJoBEOrkzQxXDENZuFGgKREsSywPAkIjjBNrafNmp
VthSH,assess,languages & frameworks,false,1,JYkkaDgSxrblyZxmJvVfVbClJxkERwcoqsCOTwOCYVbeRCezprlAIewbqrlWdBYYCNyaWlSwPjmcHbfwlHhXJqYSILzPspbuMWMDDoDDIjMWxIPzkytstHdwwcRVsJQTBdhPWBTWYjXmfv
FxGbv,hold,techniques,true,-2,KJDKNZalksUUaXOZdMIrGywJFjVsivOvzygEBbMsdayfDhUfpZDuGgQLkDwcVxXbWwDqaNLiSz
BE,hold,platforms,true,-3,gfEruAmfWmvGeXpAKpKuqjpL
qKU,hold,platforms,true,-2,MnSudCEbTlFmfpuvKZVLSXWFGFAkTgVDjxAMOlUcHmDZOKpCBgJDeqlqops
vUHD,assess,languages & frameworks,false,0,bFJYcpcyXJaHzHbQeOcmORldUbUyDRQbAuoZjSrNzXtxLsOqwQBqECDaNSBcPrmAWgOkLioiLkuOLmBuZQtPLwCEmffgBeaJCsuXnSQlHvPpzwYPwAya
WWlPkDUVlsfil,trial,platforms,false,0,pQUhwBDzgoRhVMICRzMD
zhsQL,adopt,languages & frameworks,false,0,QbZQOjiDUxniYildOHobnRFhmHobTwPZlwTBxAUVFtemZcZgpeppBcVGenSMDwZFEMhJXHmPyzGLByidtMEHmQsHezjhlwZKQyXXjAqyywbXJdhUAduVgxPetbgTlNackVccTIsTKUyneVkA
xBrlk,assess,platforms,true,0,RpydAQIkkxkcUGYkytoIivuNYGUVmFZqqVGEUNObeULizzIeTG
sifirGQU,assess,techniques,true,0,lObZLpWHzJoeKnRgwYmJbuxuvHK
HFOElWCh,hold,platforms,true,0,lsTBxWFTULBjsFgYQHGaELCRfGWpHOgDRoUmpbHDOywVkwhrFsBevPoWNYZIFiwgqoXdeebcrfjATWAIcjzhmOcVk
MyUhQCOSzL,trial,languages & frameworks,false,1,qGFyINRWrniezNqMgPQKlLQSoYAAHhxPAFGXljsRxcZbuITOLrLiaFGMXOObowQDYhpUAeJzrRNnWb
fddYKb,hold,techniques,true,-2,xaGktSFFcwFLKjIqtkOKnsEiWaSpscEaqWVGLzDPfoXZQfvqGpacTRmXtgnqRcZAVRGkUWxUFZGcjujYkicapICxcvKCgIptlQaTRhczvoQEAymzsnKIRdHlyBtIKbgAmoFHFUUIQBJP
FEz,assess,techniques,false,-2,jOQoinGaRwEEIpEjAliVgxJUIdXWXpLvjUQCDApveDLmfsUC
SxkmE,assess,techniques,true,0,XbtEgxbjABBgKPPWQjLNepExGqmEgOXvcFFDtiNnzJjnsDfkIaUYkBWYCbauRsHSifZxbWsDCDrsstDkwIwMwreSKGKYcJqoyTCRuhQGCMrOBazTMYKLVQwDrqstThsWVRWBpUplvMkltaYd
YPIMwRZfh,hold,techniques,true,-2,FVPBBKzlYYBVliSqkoiiUgMLhtNZQfmlyoaGqaFJrvLIzyuuyysqIme
MyAvkX,trial,platforms,false,-2,BfbUDYQOuXRVrgGlefTlHyLzFsOagYsXqz
CGbnMDk,trial,languages & frameworks,false,0,ePopjcQOoVCkyoINcoQrZ
NH,assess,languages & frameworks,true,3,aJzWFfnxvVJvSjmriImJoHirHhgjruzNjjtQFdfPSxCvXNvJVQwhrWOQqmmwJevmyPMkYIJtvMDvbyusFgvwIJpLuQhHXBeUyVjYBQSDmofqXN
xZkBrzZq,adopt,languages & frameworks,true,-3,WaYoeTQiTZwDwpNlCFGrNnnjTnPXVUSWgMdxOvGOtIvLyQusVKFmhUXXoAzzOMhioRWVWkDDKinorDlSaDbxTRrWHBQxmgjWMgDsfYdYYHavVeC
oipmyIpP,assess,techniques,false,0,fiixRXKmyzaUwGCmKxYj
WOfl,trial,tools,false,-3,pdaVAuBTicXhupoeUFDFinRZOYdVtNymyVMxxIUgfVtXBsAzEfAtaxKpXvabbjRuDmqmnLdFqkIqQTrkMfGfSQgllyrAICvkfbkepnGiFcFcrsivuiLbTDtfofnEjHMcXJHbGtAvbnJuHqlNNE
QaGdqAzFOgc,hold,platforms,false,0,iVHjlxViuEKmKeiDzlzsXINWHlSJSMlnjrnkNHc
kXfCbKWSG,adopt,techniques,false,0,FSHtTpFLCmeMFDQEyXwDnUTzbVqIBZFAXZltFXaAMrTaJuqGmuaTwOxfUHVXsRcsbXNVZgNKQpaCBtGEbFusTHoMzbhZSXAGtXhGCrPGZGvzQrUMPiVTIVHYpWomzyIXaHb
JzCbhJUXnYeUp,hold,platforms,true,-1,OGAknoQIGCACFFasbjTbEhxqISGaaidQMKNrSHjMMbrNoxlKonUragFDlO
EoRwoFCmzFK,hold,languages & frameworks,true,2,gWmrlEepQwBqtqxeUdlMiCbiNzDuKJdWYUdgUhBHHLfOZueaIQOhdrSXzAocdjsubtgZcJCRSlLPWBAizUEAEwwGWpQuHcv
tHEKBARFRsmxPsa,hold,languages & frameworks,false,-1,raozQHzFVwgquNESVhSqEfxDamvGuqXGQQjKeunsZUUbTimcOzvPEaqIZrGATDArFubzRtFucJLRdYgSLXBN
CNGZVBthFz,trial,platforms,true,-2,tPGuFEMyZdQIrFqXBenvaWsgIJAoKgdbcDVnkqshQYFIutccIFOALYjhJIwLHVFlmWlygbKwfINDmOCOChfPqdeoaaammvMRQxVDElMYBeioqGZWoWpljMNzzozbJQJqgEzB
JF,hold,languages & frameworks,false,-2,uDsDCjmRykQVVCSgbplpleMLDJhboEYeBYyxHEkLvjxpkopeIvzaYnntlbkxsalXt
APKwWPuz,hold,languages & frameworks,true,-2,EphJILEHmQtHxiwZQXeEvlCVxjqUJONmYCIjGKNoYevvTywqSNmtHocfVAOWykOZwgHKKrMYkfJVDSGPHUMFACjC
nlb,adopt,languages & frameworks,true,2,YyVQbTaFULSjyvaHiFIBPPejfdtOGHyrBEBqfZtpTfRwrwzjntdkomGninexevlYOypzrnbAgXVFAOvCPdWGq
QL,hold,platforms,true,-1,FjogtnZGrzZhAPrtXNkzRhVFUTQeiJtuSiERazXPSdCskQTunDjhQctYhZHHTMlglZZzZsiLtTDlGmXoYCTEXbneNBzYmZtgMTyZMqPBgjvEhrt
qztsxBdef,adopt,tools,false,3,KtmUlKYwfCpjlPnFQjdJeOTsYVDrvlTJtAwQCBmKspbGBvuZKMAuInMEJmRQohYxmQJaMBafBabnXFNK
NXjxkOqLGfQplCj,adopt,techniques,false,1,WThwYhBVVSbpGdIvBzDqZxirtHWvhUcgxjwFAOoFyPUoJGcutxMpRkStqGwxupqis
RAbEIGDvIXjS,trial,platforms,false,-3,lSqKRPeeIWpnfCFNHxHNhhdVnKXFNKdMoHiqJUanHBuurzqmDeLSIIfBYEOYcvEOLpsPfwtUqQcrxPoOQmMFyppLBCvZZUWXitqtdqIEPSrqhpVNngYdrrJvZPZdY
UBfqTOVihkQuB,assess,tools,true,0,XueWlhgGfwrjjExaKBsjYYckYZIfJaegsWwLNRoBPlrEJLuvLiPlHoPmcrWzMqQX
ELJkBi,trial,languages & frameworks,true,0,PXbtRwpRBjKcdZqfWyRTtkFGVosBVyNuKWvvuPXIKIQffHzEkcoRJxEkDScePQFjPvFPbbDXaXTUAqv
zKtbfR,trial,tools,false,-1,ChNiICmvHNJurwzrvotxAdfjXHwoldGxwUKmnrYfmpSfQxofBbTiQgWNTpzPkfpcjVHalOqFeDuXaBnFFIedtObJvjrAMrCxdYlMhiMWfOmTPXZryjy
OIoAaPEDBVPwV,assess,tools,false,0,vfpMkjUhLKxvISZXQRpMGCsCliDVpdWMxTzKwmccmFrrbsapBeGmrGQicBKamhzfcwNwYXHKxiXPJBmSZHwuCaMNGGhvbiAkQSXzDwu
uthNrlRlobLj,assess,tools,false,-1,mhLspgMIvwvTHEWOTQVzMnMNhgvLTPEqfLYRQxKcNlgFXRtACwQDUFvRZpLXf
OPLUlfPDaSH,assess,platforms,true,3,ZbMxMfjXRWfaLoxmSFJOSikaEArUCNKKJAuxGlQyecKmWgUGoqoNFuXiYnaozdEVxPxiivovLEXIvrlqiFvxvAmKEPFoETVUHR
Hi,adopt,platforms,false,3,rnbBWVSLRzfAiHgfRogDSYhrFtogLjDvoVSsjDeBVbyIJaaQAWDnvLbZUIrix
YGzo,assess,techniques,true,-1,DEPALwVlXfzRGzqwxCsYIVPVOGlDEtWswIwdfFbnTKKZKyP
kK,assess,platforms,false,1,yVtxoCgyMwLwiGqolcHYUOzTNOMxdoNRxmmZhz
FuWtEpG,adopt,languages & frameworks,true,-2,TyekFbQGtwOYVdkxIFrmDWPPoaavQtBmfELZnDrgcJOsBAvxBIFBKFyLFYsZSagNqvnW
JpneeAuSMOoEGv,adopt,platforms,true,2,HMZDramQJEIMiAmLsqbxGhJrgXoBmddVoczndgewTinDyvYwUzytBAnWdnXFBgmNBiTXczlQquPZUoWVyZGVLiidSeMnijGVjMw
CjxcePvevdl,assess,tools,true,1,KTuBNJlbbJQSSRYkAnVFhGuZfyyLJSbNiEtyBmnCoEQQyJYzqixdGQcDtNFSjYNZ
omt,trial,techniques,false,2,OAVodbrWVTmSvIutAFuPCBOrILQhOKzjZCiPCp
LTekTFDUnNpXU,adopt,techniques,true,-1,hsUykStBGATTSrkdGfmqoDcEtvYeTvcYUMgDJgjDS
UEBIcTgDSgksEE,adopt,tools,false,-1,zmrcfgsPvzvTRPkRmFpACICPHhRXmqpRnwtZNkTbIOaxopPToXdoNPQwgagNkMEmAaxizBexAHROretBkPVeuEDbeoPfnnnHYVsreRHwEByFJNripCqfrD
nxrkSJtxlR,hold,techniques,true,3,ebWDYMewCFAcBJhaHykpMKpZNVmbVvmAqbBkRWMgFCJYoqYQjvJvsmycLTlwXNqGuQEnfOtabDicYDqCVgUiXiHPLtHHGgJKQHjNVkSRjEeQQmeOgBEHkwoE
yQp,adopt,languages & frameworks,true,2,pnClwQccyMJWLiXNxwmb
NiJlzenmYkd,assess,languages & frameworks,true,0,hPhPIzAJWvziQAEFOECeiFoYRgKxKpsyItYQMqnmxbpyvDqMYNoiEtQMxeKQVurWKyyXAelPhbfXVHxONKvdRMfbyuKDpxakvLoyYCCNyAynvZpYMUluWGOvGmRGwoArBBusITZvWFODppC
rpaMQrNbiTGipyc,trial,languages & frameworks,false,-1,PqdBcexFMbeQXNnsEXdRgduuzWsStYiJzgBlwOVnSEogBIDDKyNPxRJbWjSPDrigXf
kQnsYiTAExpWBk,adopt,languages & frameworks,false,-1,lspXnXVvQIjiIaxKOtIHzXycjHYpCxEUSNnLUDgFawrkdhKzZmIgYZHyBLMRGbqEadcBIsTfhjVHgdLEDwTtnaPNbaoVAdxdCNeBnJgXdrgHy
GqnEIp,assess,tools,false,-2,tuNcvTtcAkhIOiHtaapJeq
LnRrFBH,adopt,platforms,true,-1,tIdaXwlLXbgExSOPZRsLgmMvWrziVsOCvtDAtnQfhWXFhjcVMTReboOMpwXEoqROogVZIgWGIGCWWRiXcdLgixlHIGQzdgPUNxWsrOYKoYWuxneyOTJUbfEnpJidxyoZIOMznTwXssshUhJZaL
NeVp,hold,tools,true,-1,aKsfNqkMWJbYBGanicQmQUFhumoiBgNIQRSdkomxSPBtSKpgAVogPwdkTypscCQpwtyVEaqCcrhQHOoVlxQwFdaJshNDilPXmXzAUFXWDuJOsNStbPKhxEJOCscfiOR
ioo,trial,languages & frameworks,false,-1,fMMVtEaTIsrhoaqIEktUjkhJhNIkrQoapisdzuhLNuekKXRxddPAJZCMeBwsaxKLNNXnQGDHHkAtDWkzQmlqoBEmYtIQCNhMWhrPxoUzaQpGEEYGeUYcLiwZDKHPXozGJUhTuUVjjnN
MSL,hold,techniques,true,-2,zRHVIyTukPqfoHlJPCJjWVsvTerNrlpacRLtTgTPdWynjpjuxjljXdc
