name,ring,quadrant,isNew,moved,description
iyx,hold,languages & frameworks,true,1,sgIxItjOYmUWgCRLCLZxLCOoMQtqhEwhGNOHFUiSzFSHQJsXTAejwkITWZiZEBDvfprzyYTLMqgGFgfBHTVzHnbLDENeRVrKLARRRFqfXkClTqeMjByNQsKlbJsuSAwsVvmCMAAZMDBhRMwQXJB
BvVS,adopt,platforms,false,0,rpMxywRFoYJwAQhsYUyBAMlMuagiByUMNZ
ZyBNMWgnijYhJT,trial,tools,true,-1,tFpMUyYIRsYasGTAxVYlonKHHhAmyibluYymslIQdxGTKsArDLwIfsgHFYBKPrrePdKLNCSwLgtIBHbNSzlOAizvpdMZGNgXOBjNNKoIDSjpaDMSyYrkkCXYFeuKhMEdflsrr
leZv,assess,techniques,false,-2,XVIvNPJjESyngmNDXQjfSLrOBMEMHjQbPHfwzIBfrMsslPTWntVAGTZtQnTLxCsEUfuWcrhtAwFlfBahEABueKeCuaJUrlJAonqJVUPOcEwuEpzWwvXRVHeOFEBrIxbMHUDstZlzUikzvWJnm
PDeav,adopt,languages & frameworks,true,-1,nTFujMJEwesUYzAQBwuvsBhrlZZHARGuSRmubcThmuVPhyFCGHtpzoTQdBPNyoQoDk
tuBcLZxy,hold,techniques,false,-1,tpHXqBJgJaXNoBbinkmnYgsnfyvdBfDDlrdOOZYqbZzDJtdpQyFrVlesjXwOvZuFGRELjkmT
qoGzfqqAZNnsbM,adopt,techniques,true,1,eJyFrKfjjGZWaYidwcGgATIPPwMyELYavwVKZUdDjaPGzZSYXpkEUhUTFhcRdyCbS
QZBLhYrMPu,trial,tools,false,0,PrcJoIsANdoxplRMNgkpncLQLFbmqVacVjqPYaNQPpgSCMKNzYICOlWDNbsysUPFnodpTwvcyJrxMPjmGIrIAKjCByidKAJnjqtswOpEzEWtkRuER
thNjSyOAivDjzEw,trial,techniques,false,-3,LoZDeWgTMuolKFbdYniNXAMqBcOfYrMbdttOuGRYGiXHYTVkYSzHDXWxfLxssnbnYQCIlqIQC
XGyyJAlJkbtqI,hold,platforms,true,1,CjeGvCzIxrZZmcMLTaUCLKoozyJNP
ELMIArVqaINymmz,trial,languages & frameworks,false,3,TBLBOjWBBjRpuoKZPUDptJJnXYImzOkajLAmaWozpjMAJwFjilfLhxPMqbdynSFmnmkuJhXsyBAHSDoEuLNFLhTRECdqUeXzyLjNnGLHegBkXCmqbpNEIRTmihelOYdNlwNkRY
XMz,trial,languages & frameworks,false,0,CFAoOjbSwfsIHSHDhIRTJAozJidiJnbNfGvCaHYXHvbeGTpEprDSwYpPwOGYrMocuMXVahosGVdUfnuVUvSUmMSoYODXyJaEpXyxkyXzHBtW
nGqNyaYOYZZ,adopt,platforms,false,3,rLYlAOnXUBATtcIdtsjfbkmhVwRMldTrctOlQefCMNnaogAiwzUrrpzbTAuXAXRCTVNyX
ieeokeOj,trial,platforms,true,-1,uYRdaDivjbwWXESOaNEjpquUCqkQXXLJRRegnLg
mhtxXxwl,adopt,tools,false,-3,GMPqEiZGVPqckxxlptCw
YEEsMVDaBsvi,assess,platforms,false,-2,cjPLfdQoBfJDAGBjkXDFLiwAxbY
jguhGGxd,trial,tools,false,3,smttmpQwzzNjVjbTciYavQyfSphRwAzteGHgtVYweUOPcGxVnyNoGtATjxaGQbEyYmbnuXPSppLPmCSNrQTTpGnVnCumdvdtSZVzYMLNQtTTaibPjBPmtgMeJcRMSj
rrNbvROunI,adopt,tools,true,-2,CxdZgXUYWlwgCMkHdOFsQZtXRYzbWuBEeACqFQNzwHzRYSWROyKENyJEkNURW
TSDcdSnze,assess,languages & frameworks,true,2,kpUkMURkTTxFfZkNlmoAOMmoZQqpZHwurYttVgGaLowFniLTzTZKYsAsxMKCCCEobzhhXoXbBUzzWVvGCAiF
isirUbtclH,trial,techniques,false,3,oIhSxJSYSfYGfKuAQmZuzJvnmupdMXZyFTWdxCnhQgLgXvJaMRpgJserSGMMZUWQgdFchlDMELqngfSnXEMUqLIkNQsduaqZmqmDGmNSYvAYmHprEyoMgTSWCeKVZKsTRpYkgiSD
YLMAhUAZdKbNC,trial,languages & frameworks,false,0,TJFknNhzLhWeKbFZXNBpZhksGtHYThrmeSmMwNtblzibbQsWgZddxuxUaNiAIhelFLKVuUIuSFyMwEGtgGzuLTYVAEbUJiZUdyiqCiphizNbJyoVbaouiZVqtKNiHKTrhxHBmZ
Tryvi,trial,languages & frameworks,true,0,bUqQafNFZAfMHyVyuxgXFuSZGcjGrjYZtVzFFPHXx
dHfcXyEARPKYH,hold,tools,true,0,wdXsaMBFXceGWuhHJzlqnfjTWtrBsNzQwXJPSysiDnxSagWDypxgbpGQgKLJMkIYjFscxqHNoHZVIJSqqSIySVZofjpsPQRuZQBdmKMXIyqOBGNujinkVGIkZUYBXoDDJWAhxFbNWtByJrQVA
yKskpVySphbL,hold,tools,false,-1,eFRMLKPgNIhBIgGnUvRluJFCojeTeaVXTKeopjekibbxyBWysFSVEbtRmDxnwNBjnFcstj
qOpruHgUStJL,trial,tools,false,-2,vIxkXOoSZplrscmRbyAhdIXcJfPFCXvDSkE
XVDoWlN,trial,tools,false,0,ZNvdsmtoQVWEfSgivkwffCvBdmLvUFNOnCeJCcqSFwnCfBGImLlXKwNKvMQwPFtetENwAbNApAsEeVTdDAhAKvQs
zrYssLruNZK,adopt,languages & frameworks,false,3,goBkxAMDDnWiYqzTmUPJDilhBVbHMFPVfTtlwfKxcDPiFGkCkCRpONQkxHNAIBdZcsGuSorWWfsrmWCweoXCUHetptEpplbDTBKTtTAaVsloGdOZIoFrQgzvokvLDVarRfIgWMdZkrkyrJnN
WR,hold,tools,false,-1,TMDPJUQKkxMBcKrFpVhuyqujmEFYZenAJhRCsrDKLFASvpZJcjaCyvPfUwTccVsNdcoScSNcTQpGviR
nXVYGIuuS,trial,platforms,false,2,LxUhRglCsoLIrPBWTlAxqcyHogUmwZVCVHrWIlPoDDWziGZMpCAMgBDVSqvgTLRllXWGxmVikHMspdfrdGWMwWPxMSIBLdIrurhggjpmBFKgSZzGGQ
ThQUZZJCfhozqYp,trial,tools,true,1,JmLzSmNZhNkwtUjmlHPlXTVsAjjRQpUVLzpLwUpJOgVBvDgZKAkhHEcoODIeDsaRmyGndKmpXQRjxcanpXmitAhIOXYdONzveWsvfNtVsGAacBMaauOwRSCnGNScxLghepbJThBHhDP
MHF,hold,techniques,true,3,oOGyTeymPiMZsnGnpTvGUCkRMVFCOUGBAToiFVEsbKKGXzoMdYWfIPvhrkOxxmOOJwZ
Zw,adopt,techniques,true,-3,NgxxwXIjJpWsQtuXnsRtCmZnXGPsCKjzvWKQuBlXUwFFQxmsuMUEsFAXHNJikqrqkkEbQaRr
jlqJhMhW,assess,platforms,false,-3,IyawjDbdDDeaXwNUZQyonnViKUsuDCjoeYayVCTEpUzLEYgZuEPDrKJEyySolBovAGBgEauodZgzRXh
xPddioyY,hold,languages & frameworks,true,-1,EQVoUecmxcvKrbmxKFIsIMDsXdepVrmKBpYpBiIhECbzUgZHWPgdTZNShNRAjMPSdQJjbuVAqTkwhJvMJzdOfnGJBLpubsZmNkHOKaRskns
WrTbQqy,assess,languages & frameworks,false,-3,DzmjeJuPdUDHKEPWGSmXfnSsGYdveULfYkfHzNDpcbmeILETVxDCloYQZtVbOZTIwCgFlybStrFhJqVWBfYembtzKmYzGtCJKDdvyQGQhNhciKHUuOqlyZkkyTBUUyTueYsaIdVWQV
esLmNql,hold,tools,true,3,NQvqnCNQfKPffJgwlqdxtwxbNwFVbLBqciIEGAOlAyCIxFUT
xXCgru,trial,techniques,true,1,eIwSwNMUFCIWbBdozKmUpYUstrifZMKJhNbcADTAJhIHOsgMJqmF
QteSnXSD,trial,languages & frameworks,true,1,RKYRoPPKeicJuriXnXEVbUHLDTNhGXZRDnOakmkRWWrAADlqsEvfeAIhAhNdekofVKtvkW
izOdALejX,hold,techniques,false,-2,hszSzXcwmpJtZuwhDEchKyLdVpMzaceRpAeuIqYqLJYpqhqEdeBYsMEUoUdpXAYGa
FMEKlawoyRutWB,adopt,platforms,true,-1,KVtjCqJenaajTPasoPMFJnkNocZplQScOUUeicQSxpgqcmWDJRMjQIciNKHTSdjRTfZobugghkKWqdokJFuaUUMvlOpyXuzkwfQwNIykdoLFsIbKqwMlYVldBwBtpAvdOlfUocOKPyYH
vMIGLGxjogo,assess,techniques,false,1,keluEJuFGrxYtiRzHkaYxnhUmfJvbrkppZnjxFhRhVIYUIMZWxpymhJitIgGiNegtXZdNppUDOpxbhrhDPsMmAdIPYGCNlbHfjACYCAMRPgEAtEYOliRXvpDGhuZJvn
RBBtKbOpA,adopt,platforms,false,0,gKVhnuqwfaMBGwYePSBhTSRbECBrkRNudvPTiUeeQbZYcIjzzvirJFkmuNxvssLcKsjatpifaBE
GhuNYHqPV,assess,tools,false,3,TUyIRmYIidnRStmxClEWILjaSeEsBhLQaFHTKGYvNeSdqumJiFlKbenflyMsmvozGlOMSshWECaEuXOOJOasoV
gHrsetRQWjRdjAc,assess,languages & frameworks,false,-3,KLeGNHhMrFVzUbkgcwXfhLGVgqovyhDfvnXdYSMlLStb
PWXkfJYKqbsCxr,assess,platforms,false,1,GptBEmwkYgyTEvhMlRGUqibxKjcuuMiXCHqOPhGdMAukNwIoDXpRAZNRzwkpZXcpIZaNutkdAMUbdDGKASEfTbYwJucKLguhr
doEMkvSxRpiZ,adopt,tools,false,-2,rkNPftPbATryECCzfiJqYxXIGWZvpnXOLmQmSYGLYrlnLpXAhdxJrTpxGQDwSEIYTmojMMQlMDRVLmGxvxOiEWhYLAVTQwFcutLApIpKab
rkLNWaaBn,assess,techniques,true,3,oghJaPtIINlSOTOhTrYveJXEyGaUKQ
LEeU,trial,platforms,true,2,JtpnTqTijOfUzreoCgtySRRUFXbxHHFoqppqvaHBpYqFuxZmcaeQZXKrJiykuSlzfgYcXVFqCJkuIS
Tz,assess,tools,false,1,fdewiNFeDNMxNbgBzZkoqniWWSfrGyvQDPIjmHfDb
FfgfGfPO,adopt,platforms,false,3,asIIeCKpzLvvrawcMZuFeAKmEYarYUVEadyDqRQgsellRCxrrtnEsKIElojIgmbhrocRlaAQIGqQQRyWlkFtJKlIGqZsHCBNtGrUUjNDZtPucchpPqnXPZBKKJrxbEwBtOTNxXBci
oujpnu,hold,techniques,false,-1,ZdgLGxaFLRPeyHYZpdQoVdjwRYWZeztTzjGFcbbNhvdPiz
bBQb,trial,tools,false,0,yJDCoPJJOeswBPdPIdPbhoQRsThYCMbHJHVHrZBIbbKodnDXIJXZYvgvlgqpWhLpgFXyKaeEaiNvmYLyQzWNLQaWNhoWStTWGLqRvUdWIUIlwASamoOBKyDUbvgrxTzvHSQrpBnqyBltD
uPdfWY,adopt,techniques,false,2,RQBTeSqNnhKfFaKSnifrYjRJdOaSjNsxFfcMclfqPyqJifOOYRGLgIVVlxvCgpqsKeFqJdDKMdtHBzrRcjXjjWMTKwzkOOCcpYrzurXdPnnnlAwAAHkGCosDQRjxLlfHFKfM
Wg,assess,techniques,false,2,EgAdoLynjvYmEhiraiUUeBeHLRxkMuvzJWSjegnxQRCVnzpTWtWvEgYPFpEsdssucYAnmhQyhsKvrprewnpwvhQPlHKWlpRabmqA
zdXj,trial,platforms,false,3,TUyCZJqdHidiogFEYIkZpyghoxgGCfcBdJJfkicmIEQjVuHa
BPKaKYKjrXKfjR,trial,tools,false,-2,nhHIlMHgShEEXerDPuQOFMPwUUf
FBEVuptsVukdrxS,assess,platforms,false,-3,yICrPurUcnTEaGjhnCnvSvFxOUYVxDfAgTPFgASC
BGKTzPeQM,assess,tools,true,0,LmRDuYtENgwFQVltOzCmFBumWhZPEQEmjrFJGOCNMSTSCeXlviwKrTTXaxVcFCSBYRbGcYcBiYQEqLrAYaHXAvvFYRVifJMFEeztRUUSqPNtcTyrkpFZjsBBLPRctpNZwHtN
weABnp,assess,techniques,true,-3,HCqdVTKgveNYOKRBrIKQUGLjyqMDGnrteUcuvhQsLqMUPVRfHckegUOEViOmPnOCcDRqTbxnWLAwecMqsFPqqGICzrvAQPyiDqeFaDKxGfgwfloGvCKtEXNHROdyVYJYYlvkDgLSowDqdmpF
gnTUrKOcKYsipg,trial,techniques,false,-3,vOnvwjnIYhEmZJRIoeSfwWtYHLQlybKYjzZIPGfpOXWgSeBWshXtEWLOMQpMSWIVpJyIsBYtPta
lFzfqIiUph,hold,languages & frameworks,true,1,MTVVNWYBBLfrEKFpMLAaJTIlDEMZKgvFqTDgPUjiIhfWyDAeZIQWIOeDmkoDqIgUqbUgzRhxTbwETjwLAbbQRfSGFsabdRjVcXkREqpdJbfbDx
gKRWv,adopt,languages & frameworks,false,-1,kJiIfABQFuiTdoVYSpXnNnZeBVHgDvqdzHxSQtDHUwuGlGesucUTMHmWgspElROFpNVsIQRcZHFoUkOdISOIsraBO
MengurgTg,assess,platforms,true,-1,tfVHVbzcMvYqkNWmiZLDPXoEkvHSbiLsOUUweHjblyRJhsFfPPdelrpmQLVTSsANFadtgYHLiqnfAnaQZTUVNtJPjYplXNrVraLvtcpJlbfpnpMbPeCQfpo
Lh,adopt,languages & frameworks,true,-3,IsHzHfDdyoNWNjZmWaYhrMDVNbIlrSlrBHqwAHGhiPthXHILkasSXztwDk
dEZYbNcLP,hold,tools,false,0,QWqWiyfACtFhPvLZdphCkuZWIBSxddOzRwXaQZsAysEuWwiwLuZcMzqkIHKPUsgNfLEhQfLMVoS
AzUyKVmNAnqkz,trial,languages & frameworks,true,-1,cZbqZuQiMGiWkovdDwWQBPZreXqHURchdWbsBnI
UlxpUJfwT,assess,languages & frameworks,true,2,XOZvIwHhgHzfFJOqTbDZFfwFsBuMJDQGIpjAYJATASWRLeorqvtfkZXFHOzpeHDeVtQNSMYwXPppNXGGlHIWWNIxpwYtkUvkxPJfjIsSzzzdAqKasWhKiRKnIT
BkWrsMF,hold,techniques,false,3,weFCrKZdCLkvUbvAsqOkeiXpzpdWyEBwwSLhPGOYtzzlKJJCnjxgOKhvZjZhDYohanQiSGzNhmPEqqTTBJndIuahanmYSCAIyolQOEuIiRlxslhrEdRjNUtb
jlZFPMqpb,trial,platforms,false,-2,cbMkfKdsZEwWogQLNEBuaGncxmmzLDHQoQxmanlmwTPAPBidzXvotKJuroOEpzUpMEnyHYcrAYRSApMbZj
uXim,trial,techniques,true,-2,FMqCgqkMxAbRxXtFUYzkqoaQOZGRfnHEqgFaYRuafCrRexkuRLjSlOdzZlSUxQFEVBYbzptLazCmQZP
OYBduu,adopt,languages & frameworks,true,0,ptXNbyHTseEvDJbFCmWoNCbrZlSFySChKCuxROdyAGvXxIciGqnVNzfVOfOGYLYrPjoipgIfTNcqlkkgImsXhrTNIAQUqNoAXzvtwNRMzq
njgngwB,assess,techniques,true,-3,ppiYHaxwDNkOwfYOYySsskqFlhAm
jXwGDIwyHROnR,trial,languages & frameworks,false,-1,DERGSPaLiznYuRBAZLhKugJQXwZLaUJKfpdUDfbchjFtXEguCNgq
spxJDgVKlVmDS,assess,platforms,false,1,VFDYkRoLvKNIAntOrYfTqkntBElpTXhTdolBUIwA
imWBki,hold,techniques,true,1,AXxYQUWnZTDEzqYxnujptojRmgddrWXUdsBLdPiyFgFOMcLXDOFhvBWEsasLmGKEEMJVTYyUSuGyKKZJLBAlcVOvHftKGycuTuKAGeLDufdIKHFLuSltYYwp
rIO,hold,tools,false,-3,emDKbJCyQyenAJczshliPjslwtJuCrFODLGlxDQcczVnLHjHPUsZYefcoxordAdUkbtECcAAFsHwjbQVnKkonCIgFJSVOMWkzWEp
dhZLwTnH,trial,tools,false,0,DzobDVOYYcuzmrIIjDkVBeEZpsLaIzPGPCvBBDvscLbCRSxgDjowcCVghtOtkaekKwDnofROHPUfwLLAaC
gQzZW,assess,tools,true,3,TUwyNdjTmiRHIWJZjGuCWKhGbVnsjiiYpgcJrxTOhOqyZZlfHQEmOveONDkDGZeHDjYqTfuJIHuRZINQSKSjJzatARsPrjNrEXPCEuhZIOQVpzJeCBXkrLbKgrgRlaszZutBZTHKBloPvUzHHSv
BIJsZFRobBNGAG,adopt,platforms,true,1,iQGVOigdWuCSOzoaAgCZcrRJmOVJdjrzyaaumtyIRYiJCMQXmqfClSrJRPoCLUqvykZcvRKPiHqOnqszWsPHpyNGSMvUhRRUbtbGLpmBAFUGoFKgIEuAOUDGmrJuDeXVOwYlfv
uDyabTx,trial,techniques,false,-2,nGexWPMLfhWSvsKyvkFShiHuuXRfYdwomDBYwyOljSWgFzxqcuGjlbpiggjLwOsboiEBkgVQiZLNXwOeAbalcZjuPifkaUnMmlRJlWrRQofImssLiwqgdMrwgMDo
eB,adopt,techniques,false,3,QtunvxBanuFCJIahRwtKpMWloBOfKYaQxudLxJZOxmvspWoHdjtGHqPerhERqDoZdXDrvybSxdR
QHIObCb,adopt,languages & frameworks,false,-2,BxhoGUwSefVdnfomGDhSFsaBSrQzgihboUCmpXnIEgxsUgDzZvFpqfJcpEpBvGXPVZACyYpzkeFbPAAOJUkrqaINQqzUNPwjfghXHmkjsocrakWBnIyUnxjdTGpPBTFuhfFHybfOIrS
Pt,adopt,languages & frameworks,true,0,YGsdnxbKOVARHLLMLuEyEDbisEjdwWwzEuWmLCUwMaMkardWeIWEetXiwgTEDjlgDdAtKUUPOXwCPIbhyLGhlcaabNpqVHaGMUUwnKzsMHkzzTCYbLttaTCJocZehxHBBFOnXURoMMkMlC
WXRqMZABPdAa,hold,tools,true,2,tmIlIoyFkYgQMRofUByASOZBBIdWvCPPxeZEBsHPKOxWHSLnGaJYDvOhMvsjQbSaTrX
nNbCRyrPFxzK,trial,platforms,false,-2,GFKKssStYsmHdAThmWOXFgOzdzHjmyQLCqumFDOciIlypghbbPiVf
hmAKgEOW,assess,techniques,false,1,fulygQNsUdpWcutnXfAciSlwtOZEgmowYeeCkmtixJlasWguOUvpkjuInDgCZbYWpCEPiVaeXoKnlKtDmNDtTqlUNBpStWxUUieZGNwFdzPEHgkiqnImtZHHoVyA
IKYhNczcRcTgSZ,assess,techniques,true,1,MNxcZmVLnMSuuCQDWBDIiMGwcDXUXWbhdBwszIjKqDkLsNgTZPBZTZQhWTJsKrzOgtGaVcScyyaOsHvkcUIwaiOsiGKtnaWSraMnXyfgNdSCPOgUcoAqNjmkAy
jKlvQjxC,assess,tools,true,-3,pLSqHqChdnsNlqgitjcmolMDqkIpeMcUohNaobUMerAbuCNATLApTLfydruHAzkdQeQiuJwrJxwpePNskvvJUuMfBcOwvPGeyUrOBqDcXAhkcMRJKtLmZqRmVlzQ
ZLwOlqAo,hold,languages & frameworks,true,3,GngZenGjxycKyrxBCSfDJXTEktgUXkkuDocxcGXrnhlkYpCZNZfCambmhFovTKUGvIQtuAYrdCZhpHEdETBvinedbVBMS
dgffJvPcZCbXsxV,assess,platforms,true,0,DZYfWebcXtUqLtyINIlxEcAISHccewYfJzQEgTjlUTbfzkexRedOJmnAdLxkLePSTsIotSFoUREE
jyKwNCwmaaIaXJc,adopt,techniques,false,3,ipJaVnkYQVEqqbwYqeVWnSRIPWgUwkLUQGWiAqjEHLNBJcIwmRbfmlZVzhGWFPYYDJTQYLfUXgpmR
cKNJTTtchezSo,hold,tools,true,3,pMLfhWBTxqnAvFWLzAYFlr
CovvYWDQmCj,hold,techniques,true,0,AsvqUFhRbziXvWqqMSRHJVtnFPLDTCUzAQCvwnaIjvgcpZAVjdFBmbvzkZgCVLkUBYVurzNJAYJycwPULGOYGjpYEebcODLplzfPWsQJjfGAgaJxeaudSCUSVcMNnMbwtaOymFyGrBCG
OPN,adopt,techniques,false,-3,UddcGsLwwPGfFrlfXBGLbRVrrWkpNnoEKntAETbMopongfrMuovlXpyUIFqKQTFPPwjPPKk
